,Country,Items_kg,HWSD2_SMU_ID,Predictions,soil_type_code,WRB2_code,soil_type,soil_abbr,Study
541,China,1401,11586,1569.032319,11586,28,Solonchaks,SC,20
542,China,1376,11586,1601.534918,11586,28,Solonchaks,SC,20
543,China,1629,11586,1574.351588,11586,28,Solonchaks,SC,20
544,China,1109,11386,1498.623268,11386,18,Leptosols,LP,20
545,China,1310,11586,1594.644418,11586,28,Solonchaks,SC,20
546,China,1499,10843,1509.56768,10843,13,Gleysols,GL,20
547,China,1639,11515,1542.6991,11515,13,Gleysols,GL,20
548,China,1598,9465,2038.99778,9465,18,Leptosols,LP,20
549,China,1232,9085,1541.088779,9085,9,Cryosols,CR,20
550,China,1770,11661,1451.891547,11661,24,Plinthosols,PT,20
551,China,1970,11437,1457.252349,11437,10,Fluvisols,FL,20
552,China,1784,9718,1413.634549,9718,8,Cambisols,CM,20
553,China,1830,11767,1598.769538,11767,11,Umbrisols,UM,20
554,China,1264,11585,1615.049083,11585,28,Solonchaks,SC,20
555,China,1519,10751,1680.276302,10751,8,Cambisols,CM,20
556,China,1839,11476,1746.628663,11476,10,Fluvisols,FL,20
557,China,1843,11478,1676.964949,11478,10,Fluvisols,FL,20
558,China,1760,11458,1697.439462,11458,28,Solonchaks,SC,20
559,China,1833,11518,1796.323998,11518,28,Solonchaks,SC,20
560,China,1435,10751,1736.553864,10751,8,Cambisols,CM,20
561,China,1431,11523,1699.866892,11523,28,Solonchaks,SC,20
562,China,1834,11586,1581.569853,11586,28,Solonchaks,SC,20
563,China,1548,11329,1674.591104,11329,8,Cambisols,CM,20
564,China,2119,11385,1788.384418,11385,18,Leptosols,LP,20
565,China,1359,11586,1579.767105,11586,28,Solonchaks,SC,20
566,China,978,11442,2070.636806,11442,10,Fluvisols,FL,20
567,China,1116,11547,1819.064193,11547,28,Solonchaks,SC,20
568,China,1210,11586,1827.567744,11586,28,Solonchaks,SC,20
569,China,858,9111,2164.318238,9111,9,Cryosols,CR,20
570,China,2145,11523,1738.044335,11523,28,Solonchaks,SC,20
571,China,1933,11516,1749.942632,11516,13,Gleysols,GL,20
572,China,1667,11488,1723.310316,11488,10,Fluvisols,FL,20
573,China,814,11029,1705.01492,11029,8,Cambisols,CM,20
574,China,1559,11554,1690.485342,11554,28,Solonchaks,SC,20
575,China,1158,11451,1619.295129,11451,8,Cambisols,CM,20
576,China,2177,11569,1698.624401,11569,28,Solonchaks,SC,20
577,China,1833,11586,1642.41134,11586,28,Solonchaks,SC,20
578,China,1699,11586,1625.185348,11586,28,Solonchaks,SC,20
579,China,2345,11582,1570.585627,11582,28,Solonchaks,SC,20
580,China,2122,11170,1637.232459,11170,10,Fluvisols,FL,20
581,China,2719,11234,1537.79306,11234,4,Arenosols,AR,20
582,China,2778,11524,1605.071271,11524,28,Solonchaks,SC,20
583,China,1832,11385,1788.384418,11385,18,Leptosols,LP,20
584,China,3254,9929,1468.237281,9929,30,Stagnosols,SN,20
585,China,1701,11586,1520.109087,11586,28,Solonchaks,SC,20
586,China,832,11586,1010.180342,11586,28,Solonchaks,SC,20
587,China,883,11526,1006.035863,11526,28,Solonchaks,SC,20
588,China,439,9062,1112.932481,9062,9,Cryosols,CR,20
589,China,776,9049,951.2104318,9049,9,Cryosols,CR,20
590,China,791,10642,1014.787702,10642,10,Fluvisols,FL,20
591,China,838,11586,941.4871768,11586,28,Solonchaks,SC,20
592,China,636,11586,960.9901406,11586,28,Solonchaks,SC,20
593,China,395,11586,944.6789681,11586,28,Solonchaks,SC,20
594,China,792,11386,899.238705,11386,18,Leptosols,LP,20
595,China,494,11586,956.8555431,11586,28,Solonchaks,SC,20
596,China,669,10843,905.8058246,10843,13,Gleysols,GL,20
597,China,425,11515,925.6861081,11515,13,Gleysols,GL,20
598,China,409,9465,1223.486757,9465,18,Leptosols,LP,20
599,China,650,9085,924.7198457,9085,9,Cryosols,CR,20
600,China,600,11661,871.1976531,11661,24,Plinthosols,PT,20
601,China,641,11437,874.4143657,11437,10,Fluvisols,FL,20
602,China,436,9718,848.2418015,9718,8,Cambisols,CM,20
603,China,633,11767,959.3307934,11767,11,Umbrisols,UM,20
604,China,862,11585,969.0992233,11585,28,Solonchaks,SC,20
605,China,508,10751,1008.238373,10751,8,Cambisols,CM,20
606,China,1591,11476,1048.052656,11476,10,Fluvisols,FL,20
607,China,1739,11478,1006.251418,11478,10,Fluvisols,FL,20
608,China,2100,11458,1018.537011,11458,28,Solonchaks,SC,20
609,China,1306,11518,1077.872004,11518,28,Solonchaks,SC,20
610,China,1267,10751,1042.007342,10751,8,Cambisols,CM,20
611,China,1326,11523,1019.993574,11523,28,Solonchaks,SC,20
612,China,854,11586,949.0102389,11586,28,Solonchaks,SC,20
613,China,1751,11329,1004.827009,11329,8,Cambisols,CM,20
614,China,1254,11385,1073.107913,11385,18,Leptosols,LP,20
615,China,1385,11586,947.9285122,11586,28,Solonchaks,SC,20
616,China,1050,11442,1242.47154,11442,10,Fluvisols,FL,20
617,China,1047,11547,1091.517103,11547,28,Solonchaks,SC,20
618,China,1275,11586,1096.619601,11586,28,Solonchaks,SC,20
619,China,1765,9111,1298.684446,9111,9,Cryosols,CR,20
620,China,1823,11523,1042.901688,11523,28,Solonchaks,SC,20
621,China,911,11516,1050.041181,11516,13,Gleysols,GL,20
622,China,1021,11488,1034.06064,11488,10,Fluvisols,FL,20
623,China,1353,11029,1023.082613,11029,8,Cambisols,CM,20
624,China,1222,11554,1014.364238,11554,28,Solonchaks,SC,20
625,China,1242,11451,971.6470344,11451,8,Cambisols,CM,20
626,China,1019,11569,1019.248025,11569,28,Solonchaks,SC,20
627,China,1334,11586,985.5177598,11586,28,Solonchaks,SC,20
628,China,1661,11586,975.1814205,11586,28,Solonchaks,SC,20
629,China,1599,11582,942.4192291,11582,28,Solonchaks,SC,20
630,China,1362,11170,982.4102074,11170,10,Fluvisols,FL,20
631,China,1468,11234,922.7422724,11234,4,Arenosols,AR,20
632,China,1597,11524,963.1121055,11524,28,Solonchaks,SC,20
633,China,1662,11385,1073.107913,11385,18,Leptosols,LP,20
634,China,1326,9929,881.0058,9929,30,Stagnosols,SN,20
635,China,1089,11586,912.1311244,11586,28,Solonchaks,SC,20
636,China,396,11586,585.5593824,11586,28,Solonchaks,SC,20
637,China,371,11526,583.1570004,11526,28,Solonchaks,SC,20
638,China,366,9062,645.1205086,9062,9,Cryosols,CR,20
639,China,363,9049,551.3769864,9049,9,Cryosols,CR,20
640,China,439,10642,588.2300763,10642,10,Fluvisols,FL,20
641,China,427,11586,545.7408214,11586,28,Solonchaks,SC,20
642,China,290,11586,557.0458754,11586,28,Solonchaks,SC,20
643,China,285,11586,547.5909695,11586,28,Solonchaks,SC,20
644,China,266,11386,521.2511455,11386,18,Leptosols,LP,20
645,China,288,11586,554.6492218,11586,28,Solonchaks,SC,20
646,China,443,10843,525.0578307,10843,13,Gleysols,GL,20
647,China,232,11515,536.5816013,11515,13,Gleysols,GL,20
648,China,221,9465,709.2042081,9465,18,Leptosols,LP,20
649,China,221,9085,536.0214993,9085,9,Cryosols,CR,20
650,China,219,11661,504.9969181,11661,24,Plinthosols,PT,20
651,China,424,11437,506.8615122,11437,10,Fluvisols,FL,20
652,China,210,9718,491.690369,9718,8,Cambisols,CM,20
653,China,197,11767,556.0840211,11767,11,Umbrisols,UM,20
654,China,204,11585,561.7463722,11585,28,Solonchaks,SC,20
655,China,478,10751,584.4337036,10751,8,Cambisols,CM,20
656,China,793,11476,607.5123819,11476,10,Fluvisols,FL,20
657,China,681,11478,583.2819489,11478,10,Fluvisols,FL,20
658,China,682,11458,590.4033942,11458,28,Solonchaks,SC,20
659,China,681,11518,624.7974135,11518,28,Solonchaks,SC,20
660,China,779,10751,604.0081654,10751,8,Cambisols,CM,20
661,China,425,11523,591.2477029,11523,28,Solonchaks,SC,20
662,China,547,11586,550.1016264,11586,28,Solonchaks,SC,20
663,China,789,11329,582.4562782,11329,8,Cambisols,CM,20
664,China,498,11385,622.0358686,11385,18,Leptosols,LP,20
665,China,696,11586,549.4745946,11586,28,Solonchaks,SC,20
666,China,549,11442,720.2088943,11442,10,Fluvisols,FL,20
667,China,490,11547,632.706908,11547,28,Solonchaks,SC,20
668,China,338,11586,635.664613,11586,28,Solonchaks,SC,20
669,China,681,9111,752.7931701,9111,9,Cryosols,CR,20
670,China,625,11523,604.5265808,11523,28,Solonchaks,SC,20
671,China,449,11516,608.6650467,11516,13,Gleysols,GL,20
672,China,663,11488,599.4017944,11488,10,Fluvisols,FL,20
673,China,747,11029,593.0382899,11029,8,Cambisols,CM,20
674,China,376,11554,587.984612,11554,28,Solonchaks,SC,20
675,China,460,11451,563.223232,11451,8,Cambisols,CM,20
676,China,641,11569,590.8155396,11569,28,Solonchaks,SC,20
677,China,664,11586,571.2635126,11586,28,Solonchaks,SC,20
678,China,1311,11586,565.2719681,11586,28,Solonchaks,SC,20
679,China,867,11582,546.2810931,11582,28,Solonchaks,SC,20
680,China,849,11170,569.4621941,11170,10,Fluvisols,FL,20
681,China,1027,11234,534.8751826,11234,4,Arenosols,AR,20
682,China,637,11524,558.27589,11524,28,Solonchaks,SC,20
683,China,855,11385,622.0358686,11385,18,Leptosols,LP,20
684,China,890,9929,510.6822915,9929,30,Stagnosols,SN,20
685,China,773,11586,528.724343,11586,28,Solonchaks,SC,20
686,Spain,3000,9712,2941.94899,9712,8,Cambisols,CM,21
687,Spain,3600,9712,2823.787067,9712,8,Cambisols,CM,21
688,Spain,4200,9712,3030.328172,9712,8,Cambisols,CM,21
689,Spain,3500,9712,3165.887915,9712,8,Cambisols,CM,21
690,Spain,2550,9712,3165.270328,9712,8,Cambisols,CM,21
691,Spain,1500,9681,3021.493758,9681,3,Andosols,AN,21
692,Brazil,4259,7001,2350.837071,7001,31,Technosols,TC,22
693,Brazil,1304,10670,2198.148211,10670,6,Chernozems,CH,22
694,Brazil,1852,7001,2314.678139,7001,31,Technosols,TC,22
695,Brazil,755,7001,797.3251913,7001,31,Technosols,TC,22
696,Brazil,592,10670,745.5382444,10670,6,Chernozems,CH,22
697,Brazil,195,7001,785.0612925,7001,31,Technosols,TC,22
698,Brazil,780,7001,606.5367447,7001,31,Technosols,TC,22
699,Brazil,577,10670,567.1416691,10670,6,Chernozems,CH,22
700,Brazil,585,7001,597.2074205,7001,31,Technosols,TC,22
701,Brazil,1764,7001,823.2411603,7001,31,Technosols,TC,22
702,Brazil,777,10670,769.7709493,10670,6,Chernozems,CH,22
703,Brazil,945,7001,810.5786403,7001,31,Technosols,TC,22
704,Brazil,1541,7001,1378.157079,7001,31,Technosols,TC,22
705,Brazil,577,7001,1356.959231,7001,31,Technosols,TC,22
706,Portugal,30000,10313,93727.07824,10313,25,Podzols,PZ,24
707,Portugal,38000,10299,98249.00717,10299,8,Cambisols,CM,24
708,Portugal,64000,10299,86997.46078,10299,8,Cambisols,CM,24
709,Portugal,29000,10304,92241.29174,10304,19,Luvisols,LV,24
710,Portugal,90000,10312,95203.9682,10312,25,Podzols,PZ,24
711,Portugal,53000,9049,125814.748,9049,9,Cryosols,CR,24
712,Portugal,63000,9767,112122.4728,9767,22,Phaeozems,PH,24
713,Portugal,24000,10224,121351.0063,10224,13,Gleysols,GL,24
714,Portugal,109000,7170,118156.6456,7170,25,Podzols,PZ,24
715,Portugal,21000,10313,93727.07824,10313,25,Podzols,PZ,24
716,Portugal,12000,10299,91885.64389,10299,8,Cambisols,CM,24
717,Portugal,54000,10286,101467.2069,10286,18,Leptosols,LP,24
718,Portugal,54000,10286,101465.2301,10286,18,Leptosols,LP,24
719,Portugal,51000,10306,96501.3491,10306,19,Luvisols,LV,24
720,Portugal,195000,9447,109278.0922,9447,18,Leptosols,LP,24
721,Portugal,155000,10153,100068.8754,10153,8,Cambisols,CM,24
722,Portugal,149000,10244,123093.1787,10244,13,Gleysols,GL,24
723,Portugal,247000,9563,111929.4921,9563,8,Cambisols,CM,24
724,Portugal,76000,10307,97716.39792,10307,19,Luvisols,LV,24
725,Portugal,68000,10298,91158.44109,10298,8,Cambisols,CM,24
726,Portugal,54000,10307,97716.39792,10307,19,Luvisols,LV,24
727,Portugal,114000,10292,106323.866,10292,8,Cambisols,CM,24
728,Portugal,64000,10299,109268.8467,10299,8,Cambisols,CM,24
729,Portugal,142000,9887,126770.2987,9887,6,Chernozems,CH,24
730,Portugal,66000,9640,119324.9183,9640,25,Podzols,PZ,24
731,Portugal,139000,10230,118575.9789,10230,8,Cambisols,CM,24
732,Portugal,164000,10299,91321.81026,10299,8,Cambisols,CM,24
733,Portugal,107000,10306,96082.97616,10306,19,Luvisols,LV,24
734,Portugal,285000,10298,99508.06313,10298,8,Cambisols,CM,24
735,Portugal,120000,10306,96501.3491,10306,19,Luvisols,LV,24
736,Portugal,192000,10292,106323.866,10292,8,Cambisols,CM,24
737,Portugal,238000,10147,122278.7478,10147,22,Phaeozems,PH,24
738,Portugal,89000,8004,131375.2182,8004,22,Phaeozems,PH,24
739,Portugal,49000,10224,122063.6847,10224,13,Gleysols,GL,24
740,Portugal,181000,7185,118990.1337,7185,25,Podzols,PZ,24
741,Portugal,79000,10298,90677.92643,10298,8,Cambisols,CM,24
742,Portugal,182000,10299,91885.64389,10299,8,Cambisols,CM,24
743,Portugal,90000,10301,90492.75813,10301,19,Luvisols,LV,24
744,Portugal,93000,10311,92053.07617,10311,19,Luvisols,LV,24
745,Portugal,102000,10306,96501.3491,10306,19,Luvisols,LV,24
746,Portugal,192000,10147,122278.7478,10147,22,Phaeozems,PH,24
747,Portugal,184000,8502,113253.0976,8502,22,Phaeozems,PH,24
748,Portugal,148000,9426,126505.4528,9426,4,Arenosols,AR,24
749,Portugal,74000,9563,111929.4921,9563,8,Cambisols,CM,24
750,Portugal,49000,10302,92792.29635,10302,19,Luvisols,LV,24
751,Portugal,55000,10288,100489.129,10288,33,Vertisols,VR,24
752,Portugal,69000,10299,86997.46078,10299,8,Cambisols,CM,24
753,Portugal,144000,10306,94193.01127,10306,19,Luvisols,LV,24
754,Portugal,87000,10304,92241.29174,10304,19,Luvisols,LV,24
755,Portugal,96000,9632,113941.3883,9632,25,Podzols,PZ,24
756,Portugal,80000,9447,109278.0922,9447,18,Leptosols,LP,24
757,Portugal,186000,10224,121351.0063,10224,13,Gleysols,GL,24
758,Portugal,62000,7170,118156.6456,7170,25,Podzols,PZ,24
759,Portugal,128000,10313,93727.07824,10313,25,Podzols,PZ,24
760,Portugal,55000,10299,91321.81026,10299,8,Cambisols,CM,24
761,Portugal,95000,10298,91158.44109,10298,8,Cambisols,CM,24
762,Portugal,103000,10306,96501.3491,10306,19,Luvisols,LV,24
763,Portugal,42000,10313,92652.20466,10313,25,Podzols,PZ,24
764,Portugal,146000,9049,125814.748,9049,9,Cryosols,CR,24
765,Portugal,111000,8502,113253.0976,8502,22,Phaeozems,PH,24
766,Portugal,68000,10224,122063.6847,10224,13,Gleysols,GL,24
767,Portugal,170000,7883,113082.3948,7883,18,Leptosols,LP,24
768,Portugal,150000,10283,107991.463,10283,10,Fluvisols,FL,24
769,Portugal,101000,10299,92479.41652,10299,8,Cambisols,CM,24
770,Portugal,137000,10306,93271.12483,10306,19,Luvisols,LV,24
771,Portugal,99000,10287,94390.45865,10287,33,Vertisols,VR,24
